latitude;longitude;penggunaan_bbm;tingkat_kemacetan;risiko_pengiriman
3.596.150.817.220.980;-9.568.151.680.401.820;9.405.927.713.860.740;0.012159957870126248;9.369.149.282.644.780
3.036.324.779.138.690;-10.119.418.424.474.400;19.559.338.337.177.600;9.536.294.461.592.640;882.281.684.544.966
3.888.374.100.935.430;-703.545.019.244.774;5.450.006.579.400.940;35.908.968.083.080.900;29.454.512.409.344.600
3.014.359.757.581.260;-11.878.903.908.134.300;5.354.276.173.430.550;9.765.290.592.489.290;0.6692720348976001
3.520.826.436.887.560;-10.018.346.919.607.300;5.003.093.282.604.560;0.45957801292848033;863.620.061.548.037
3.957.861.283.032.350;-7.561.132.011.901.290;50.149.445.554.798.600;8.978.442.985.776.810;9.979.712.618.594.370
48.744.752.884.865.800;-7.913.769.007.330.850;5.849.990.933.081.750;0.058507123337739025;9.366.740.413.962.360
4.381.131.324.516.420;-795.719.452.384.623;50.011.206.067.404.000;16.000.443.922.055.800;8.631.026.546.448.580
44.358.167.204.639.600;-8.132.573.478.877.950;51.149.724.727.554.900;9.833.946.778.292.540;9.560.450.039.265.490
30.057.382.911.453.000;-8.733.073.301.782.970;5.238.332.294.308.780;0.14576662160159284;5.568.778.304.538.670
33.098.838.804.411.100;-707.669.079.492.602;53.420.579.034.954.700;999.868.682.643.556;0.05923986992839694
4.987.770.951.532.150;-9.049.691.013.608.810;16.613.694.029.529.700;4.215.414.118.249.590;9.951.070.121.552.980
42.503.482.956.915.500;-8.743.473.713.575.290;11.772.191.754.276.600;0.056648938563598206;5.557.807.278.991.700
4.618.935.847.469.950;-984.221.073.299.192;1.968.454.095.216.320;0.0007144307355767966;7.266.277.192.060.950
30.252.868.310.720.800;-7.414.103.633.040.010;5.145.039.198.197.850;9.958.681.622.192.230;9.975.338.923.779.990
45.944.500.362.339.500;-80.803.304.021.216;14.173.631.311.230.100;8.620.577.721.666.770;858.109.841.877.119
30.040.771.404.484.000;-11.709.739.947.925.700;5.000.191.104.472.670;28.665.781.746.969.000;428.951.535.511.492
4.056.771.950.981.390;-7.040.577.175.992.470;5.522.065.232.458.920;0.7815250402246026;7.948.291.323.553.060
40.093.414.116.636.800;-10.598.992.753.357.900;5.071.026.403.055.470;0.5747229354527789;995.073.905.167.458
30.593.214.756.019.000;-7.006.921.798.982.290;5.000.067.456.234.600;0.10170560053977357;39.462.996.309.609.700
361.970.534.059.554;-723.543.361.161.439;6.196.198.549.960.210;9.778.945.581.386.570;4.321.354.437.391.370
30.858.640.822.183.900;-1.118.311.365.626.290;9.520.314.537.721.310;4.148.992.481.165.430;9.999.999.990.297.960
3.623.821.806.863.310;-11.023.461.281.871.300;5.155.395.289.688.340;4.420.455.218.328.590;9.980.944.048.492.980
39.354.730.976.845.200;-8.318.169.123.953.770;5.034.414.823.528.350;7.686.449.457.136.910;7.119.143.770.922.530
30.075.546.814.832.000;-10.799.036.089.371.000;50.083.383.929.909.000;0.04209506313182476;8.829.839.275.567.260
3.061.367.508.590.670;-9.139.824.248.733.470;8.421.671.909.533.600;0.019231977862442715;6.416.784.058.642.220
358.266.403.798.954;-8.099.357.478.289.430;8.588.887.959.840.290;9.997.541.143.341.460;9.361.660.740.249.910
38.882.220.209.083.200;-773.339.241.734.198;5.005.034.478.531.440;34.933.993.828.119.600;9.650.925.174.058.610
3.044.319.929.502.110;-716.353.607.305.125;5.000.452.787.928.000;5.533.683.498.677.330;2.079.023.851.760.580
3.828.365.359.953.540;-8.524.922.291.977.450;6.601.336.956.598.700;5.045.903.418.236.900;994.590.368.304.047
3.275.618.546.410.430;-11.855.926.083.676.700;5.000.000.524.608.780;8.304.414.142.907.670;9.564.953.125.261.590
3.362.249.078.633.790;-7.304.380.445.352.280;5.939.638.009.408.940;24.546.348.037.520.900;9.798.201.881.468.110
30.001.933.801.889.400;-7.001.287.215.133.960;8.563.396.499.840.830;6.436.468.115.414.020;818.659.971.622.626
3.387.509.775.511.990;-7.001.038.485.802.730;5.105.583.287.945.350;9.447.502.131.083.370;0.6139364081113168
4.123.347.797.189.050;-11.542.776.810.344.900;5.009.164.231.926.230;9.807.506.740.593.150;9.980.069.123.674.790
4.921.317.030.595.760;-7.172.517.214.721.660;13.337.942.791.297.800;9.012.023.816.007.010;14.435.600.089.496.800
30.270.514.291.674.700;-10.470.292.500.306.500;5.009.377.642.944.050;22.384.066.124.142.000;9.829.178.645.621.030
3.213.594.891.007.330;-706.684.214.528.614;5.000.274.676.095.860;43.496.608.239.670.300;4.763.598.939.643.340
4.384.114.923.529.830;-7.026.935.967.824.130;9.728.567.383.090.310;8.882.899.149.686.990;8.479.510.190.565.760
48.500.370.523.187.100;-7.088.568.651.211.740;5.002.953.661.387.630;0.24924118715881516;8.842.069.512.230.010
3.911.233.893.626.890;-7.694.737.099.009.980;6.135.165.734.458.940;4.409.581.904.888.750;80.887.778.473.477
31.584.662.716.308.000;-7.002.866.445.152.060;18.395.152.884.658.200;70.152.371.279.496;9.116.220.258.999.160
4.130.615.131.000.820;-923.176.686.385.982;16.153.795.100.672.000;5.952.697.742.081.010;9.995.803.775.735.800
3.376.019.397.662.000;-11.994.080.744.750.400;5.147.736.366.286.010;3.007.069.060.428.400;9.427.548.276.371.360
39.160.142.360.460.800;-7.000.647.621.143.210;9.415.617.090.548.250;0.860043330592929;48.342.669.250.683.000
4.616.743.205.857.810;-7.003.399.095.268.080;5.479.810.022.910.770;5.796.121.479.044.530;0.016970745632551035
3.592.485.341.789.550;-7.064.157.609.046.450;5.444.629.036.494.490;31.551.400.501.978.500;5.901.045.067.403.550
429.508.915.092.883;-11.936.083.565.102.500;5.000.073.380.027.830;5.820.193.490.271.670;9.636.911.327.450.530
4.985.677.357.891.830;-705.371.803.811.957;19.964.687.195.411.400;5.750.692.115.957.990;9.999.958.532.596
3.485.753.366.653.510;-9.314.774.721.012.710;5.502.166.993.572.550;7.574.321.663.731.730;9.382.859.648.692.830
49.961.752.758.496.900;-7.700.872.641.106.510;514.688.106.224.275;20.509.910.996.919.800;6.980.870.209.918.100
446.182.854.870.393;-8.100.825.832.053.790;5.005.481.624.910.330;14.899.287.918.011.600;7.819.563.710.442.180
4.301.604.176.316.580;-7.014.182.867.645.760;5.893.282.669.590.950;98.123.153.791.071;9.999.972.077.641.270
3.583.069.067.805.070;-7.804.860.953.577.860;6.916.527.957.450.980;9.838.619.030.126.300;12.797.401.103.567.800
3.329.863.933.974.470;-8.750.844.675.665.350;10.748.077.571.575.900;0.00298633787727573;9.641.774.156.221.450
35.684.185.589.357.000;-7.792.034.254.467.070;11.729.010.823.069.000;0.39162981283038534;9.815.099.562.342.700
3.036.171.026.193.520;-8.043.328.442.930.910;50.001.411.414.970.100;1.096.744.309.728.610;9.576.839.152.229.280
3.288.129.494.444.980;-7.009.264.099.680.410;5.318.129.710.791.670;10.711.024.291.567.400;9.892.316.486.809.890
49.591.640.563.447.900;-7.289.804.291.126.400;500.097.080.559.053;3.209.154.073.430.730;6.376.602.486.905.480
3.003.711.526.081.230;-7.190.421.598.089.710;18.130.136.614.579.700;8.642.523.893.034.500;929.615.231.176.355
30.785.310.547.996.600;-7.004.750.809.611.690;5.791.745.306.097.840;8.154.703.477.004.460;991.781.522.728.833
3.455.019.224.977.490;-10.305.885.741.267.500;5.000.195.644.172.600;8.642.331.998.077.000;8.014.607.314.637.250
3.285.245.881.924.260;-11.123.332.736.193.100;5.019.389.004.161.240;7.639.437.656.203.460;5.036.647.903.637.560
3.833.845.649.256.910;-8.399.236.491.528.930;5.842.418.735.557.120;20.438.105.048.450.700;5.416.542.517.683.190
30.057.895.332.678.700;-740.536.902.476.623;1.024.211.955.826.810;6.504.202.190.511.630;997.705.913.198.875
36.407.678.623.016.800;-9.795.115.352.382.720;56.397.107.592.685;0.2325943162412422;5.733.262.275.553.450
49.702.704.735.588.000;-9.252.401.404.898.240;12.596.355.802.370.500;35.848.294.552.273.800;876.878.214.594.242
3.410.495.509.655.670;-7.182.971.851.296.910;5.132.142.134.512.530;842.092.987.637.882;9.647.907.022.999.340
3.569.790.491.583.230;-7.016.695.648.143.410;13.748.477.289.839.600;17.351.768.019.198.800;7.640.266.057.844.450
329.017.269.774.118;-11.949.357.004.286.800;10.832.000.830.909.700;3.327.875.658.233.640;9.997.213.043.547.480
3.833.990.704.002.350;-11.812.712.321.627.400;5.387.912.756.605.440;186.325.384.427.318;9.878.925.105.238.210
451.345.715.050.071;-10.191.606.096.856.400;12.343.036.792.774.700;2.857.392.645.645.630;969.555.926.603.989
31.345.661.305.183.000;-7.168.825.409.258.580;13.678.779.996.584.900;9.321.686.003.487.660;6.013.327.210.482.220
31.409.787.760.585.600;-8.252.014.690.975.420;5.451.583.751.131.700;11.220.271.717.628.600;7.673.930.480.890.330
45.200.149.290.249.700;-992.551.650.892.813;50.656.151.220.766.200;1.580.461.498.354.310;22.707.994.657.984
36.600.278.749.952.800;-11.996.516.860.770.600;5.000.621.634.126.860;0.9886561867909937;995.817.561.797.031
4.258.153.608.687.860;-11.947.721.042.436.000;5.873.111.174.632.270;0.38938320835533125;14.986.252.469.724.100
43.051.026.069.261.000;-1.169.187.140.696.520;6.361.667.710.047.520;0.6464455948024508;9.970.413.614.576.990
46.833.340.546.572.000;-9.610.632.241.091.770;5.004.836.344.716.580;5.960.877.318.821.880;36.555.811.752.999.800
412.207.749.528.639;-7.339.987.241.687.870;519.801.694.052.594;207.358.041.437.535;7.307.863.305.779.380
4.089.548.836.200.420;-9.003.070.863.807.310;5.000.005.230.235.170;805.691.236.580.128;9.819.595.395.701.030
3.091.235.833.334.190;-7.377.786.827.130.860;5.045.075.318.559.950;7.966.736.172.259.180;26.387.262.728.542.300
3.447.507.662.960.130;-11.956.131.636.586.700;12.387.841.303.645.000;6.932.863.961.664.720;5.293.901.901.841.620
3.957.543.967.757.960;-7.411.605.992.558.200;6.205.765.788.635.000;9.602.298.829.875.570;9.622.035.129.460.860
30.148.376.451.918.800;-7.090.452.109.786.960;5.064.166.209.569.160;0.010199580684485125;7.013.463.857.476.500
4.980.496.204.750.480;-9.946.547.939.919.440;8.150.593.653.402.020;0.973397174708802;9.981.708.018.255.080
4.986.201.716.512.790;-7.001.255.800.135.590;6.515.003.955.441.880;5.768.022.186.391.670;71.712.293.313.998.400
3.369.366.325.378.610;-11.571.238.525.393.700;5.000.642.419.824.470;6.768.221.521.226.100;7.121.781.270.769.710
3.027.120.124.447.500;-956.128.135.173.577;1.648.926.652.859.180;8.410.610.465.597.350;4.193.786.532.053.850
30.002.479.582.954.400;-10.430.968.342.736.800;19.807.407.842.003.200;0.03766646889158311;778.132.499.091.444
362.097.711.179.526;-7.851.232.161.667.680;69.082.349.248.963.100;2.090.692.301.611.100;0.7063837520292517
4.271.207.982.992.180;-855.714.144.384.186;167.237.000.847.501;1.687.036.386.488.060;35.154.635.454.023.900
30.000.040.414.701.000;-11.998.073.383.054.600;5.000.739.765.356.420;9.922.811.675.549.850;7.078.725.343.550.660
357.356.863.083.024;-11.021.650.332.257.100;844.252.814.709.369;2.550.279.468.023.530;862.914.136.155.329
33.192.507.370.556.800;-9.412.410.311.461.210;5.002.895.625.075.960;44.964.449.324.879.300;12.150.574.108.998.200
4.875.186.312.034.530;-700.650.814.221.645;6.356.666.008.544.920;0.029903328475855574;0.32636121417224745
30.422.955.630.817.300;-7.044.550.508.263.790;5.264.954.987.339.730;4.660.922.869.245.140;9.997.328.953.237.740
30.095.869.121.321.700;-7.728.608.769.174.090;5.004.461.385.373.460;7.723.524.618.967.080;3.840.498.250.928.900
49.410.090.216.959.000;-11.344.880.011.060.600;500.090.397.122.515;25.840.314.961.786.100;9.735.004.679.529.240
47.353.160.490.537.600;-700.283.487.883.559;5.697.340.682.985.230;0.2803768189721188;8.635.287.694.302.280
32.030.598.553.108.000;-7.894.222.431.308.650;6.430.622.007.290.260;98.540.524.965.733;8.493.130.995.620.630
30.648.614.588.006.200;-8.435.745.379.642.800;51.013.940.990.676.700;8.867.610.222.372.180;9.759.645.078.183.350
3.934.223.109.809.320;-11.565.318.410.469.500;5.000.075.425.791.290;9.970.270.356.590.380;8.498.008.158.704.100
3.983.169.767.822.020;-70.701.429.755.178;52.709.041.902.258.600;6.067.385.379.614.460;3.497.627.180.950.380
45.651.818.894.703.400;-9.934.711.732.920.500;1.763.244.685.485.600;41.952.002.951.564.500;33.686.305.888.595.500
3.203.735.716.699.080;-11.290.467.469.505.800;1.143.431.332.784.260;797.286.190.342.443;9.976.589.145.075.000
3.173.737.342.563.470;-11.854.203.387.881.700;5.058.160.828.872.240;1,93E+11;959.567.391.503.724
3.035.687.821.539.440;-10.292.025.519.282.800;5.451.344.321.520.070;28.710.162.559.558.000;995.182.394.796.316
35.577.032.870.592.600;-10.603.047.051.670.500;5.868.583.291.256.420;7.083.054.028.240.940;8.116.988.280.737.900
35.585.531.012.333.600;-8.749.938.981.773.870;55.287.652.093.281.400;6.806.873.519.628.570;0.8103978539815562
4.970.471.047.388.420;-1.129.535.157.672.830;5.020.607.147.747.410;9.791.502.687.901.150;9.995.474.068.414.800
3.236.409.879.784.310;-9.717.997.018.512.090;523.998.648.287.323;0.1758306963861708;99.999.532.618.343
3.550.980.181.344.650;-7.206.508.013.494.350;5.000.002.131.612.420;0.1242696917320856;9.960.789.605.727.040
3.919.228.729.096.230;-11.436.206.074.813.900;12.362.825.836.730.900;6.664.199.879.374.110;0.036823553556140955
4.082.715.395.305.280;-7.267.306.583.044.310;13.165.422.584.822.400;9.739.423.991.892.030;9.217.641.703.503.390
30.401.384.338.184.300;-10.793.153.983.777.200;11.133.662.039.892.600;5.057.755.660.389.160;9.677.598.721.945.440
4.469.967.852.106.940;-1.189.952.708.482.810;5.096.794.721.748.990;37.968.086.084.621.600;9.506.171.143.585.370
3.243.169.742.403.340;-11.725.610.650.038.700;5.145.297.283.542.440;0.06419391443279726;9.702.421.499.294.410
3.065.893.399.527.060;-7.752.662.588.082.160;5.010.611.618.844.460;1.653.863.271.791.040;9.764.426.368.685.260
30.040.977.957.179.000;-9.369.886.543.841.230;6.239.741.657.953.780;8.402.687.329.350.920;7.031.620.306.519.080
39.176.568.904.735.300;-7.536.013.493.401.550;500.260.643.875.802;9.373.971.200.594.750;8.797.972.488.337.170
3.494.717.234.219.850;-7.001.534.184.836.770;6.778.170.985.115.790;6.423.122.226.297.700;9.024.189.385.689.190
30.012.729.173.716.800;-827.696.107.138.639;5.000.009.749.721.560;66.887.750.813.408.000;5.285.594.421.630.020
42.571.396.835.094.000;-775.841.106.191.137;18.902.501.434.621.800;34.012.161.820.137.700;7.247.357.031.882.760
3.786.124.013.438.580;-7.087.324.452.945.840;51.352.230.247.091.300;9.685.578.142.712.150;783.563.929.422.713
3.758.322.809.223.410;-8.192.555.414.756.020;16.005.841.269.953.700;9.997.458.727.554.080;9.864.313.944.340.760
46.172.923.817.136.400;-10.447.929.814.111.600;563.813.073.192.124;0.5115228281335791;3.153.502.538.097.100
41.528.831.671.399.900;-9.263.561.710.066.120;5.000.020.228.869.640;0.2854692008808162;9.999.998.517.049.360
36.494.036.146.788.200;-7.004.701.585.091.750;5.661.841.928.269.750;11.853.278.934.946.800;36.835.099.116.312.100
33.244.244.136.944.900;-11.383.516.982.726.700;5.001.600.122.120.950;26.201.773.118.972.800;0.43822956927232437
3.999.580.520.149.340;-7.111.217.455.128.070;6.063.428.286.803.360;6.501.872.741.382.610;999.842.081.825.039
30.082.996.590.441.500;-11.614.142.541.064.700;6.326.922.356.052.520;78.449.771.174.981.300;997.733.023.297.312
4.542.140.937.787.280;-7.007.347.630.035.960;8.908.012.207.950.470;261.089.157.724.225;0.006599148686225049
3.130.312.140.475.410;-10.339.555.093.531.900;17.179.286.942.986.100;9.774.771.872.239.560;9.276.243.202.484.180
30.034.721.705.681.400;-70.017.328.494.536;5.000.000.977.178.070;9.840.583.870.945.120;13.019.974.123.809.800
31.476.981.888.885.800;-7.005.373.972.758.120;5.255.305.272.374.110;9.916.751.433.311.240;9.982.880.629.800.270
3.340.865.277.552.930;-7.000.567.836.968.590;5.378.094.093.850.260;0.0009851509662893224;9.999.812.345.801.770
37.410.695.906.905.300;-7.324.872.361.005.870;5.177.030.151.449.700;0.8446171993116781;7.531.735.087.158.490
43.037.790.447.416.300;-8.344.756.131.779.440;7.970.202.369.854.530;9.999.937.369.290.480;9.999.970.143.197.480
329.733.590.830.579;-78.340.608.147.247;5.554.315.101.349.340;25.363.957.515.635.300;19.396.431.567.393.900
3.528.997.504.512.630;-8.696.597.356.925.770;528.895.521.734.817;19.204.612.544.240.200;9.997.886.402.507.000
3.440.710.880.904.320;-7.040.460.431.592.420;8.298.695.917.703.310;18.393.020.584.400.100;4.476.463.417.724.940
3.002.171.861.672.100;-7.029.477.096.984.410;5.185.225.870.208.150;899.949.939.782.194;9.891.882.446.294.670
31.894.058.220.620.000;-8.721.360.158.894.630;507.739.577.571.437;9.040.728.708.889.440;9.736.149.516.087.440
30.030.433.167.439.800;-10.675.058.946.688.300;1.914.118.045.544.120;7.359.699.452.532.500;838.741.520.756.538
3.052.483.912.915.890;-9.597.281.560.057.400;6.162.114.675.683.990;18.930.951.213.485.000;0.29418764705559036
30.000.067.864.190.700;-11.945.509.245.835.500;500.261.647.072.551;4.830.912.101.072.320;9.467.979.519.407.410
4.907.403.169.554.440;-11.662.098.288.533.700;924.361.632.744.845;7.795.728.431.824.180;9.760.524.202.042.900
30.236.077.014.387.000;-791.501.941.879.662;6.723.367.963.055.270;14.423.385.358.801.400;0.6648933783610544
4.681.623.370.127.490;-8.164.578.656.283.930;5.496.180.472.088.730;32.080.759.624.299.600;18.628.566.974.502.100
30.000.000.497.536.900;-7.161.071.057.017.070;9.946.770.781.220.600;2.187.259.177.153.700;7.658.859.798.670.040
30.096.581.807.967.500;-1.173.212.554.973.360;5.806.227.148.289.320;7.087.082.965.602.300;0.031846200960922014
4.831.921.102.188.890;-7.009.811.741.786.320;5.338.620.904.667.660;11.664.346.113.450.200;2.554.539.916.042.030
4.923.011.271.223.980;-10.735.541.475.880.400;5.326.019.408.014.080;953.610.720.647.318;9.785.589.531.467.070
47.045.044.026.817.000;-8.902.156.112.839.620;5.000.018.848.312.090;0.9492948939731833;9.914.383.660.878.240
4.548.799.702.546.220;-11.928.739.762.193.700;5.390.323.741.221.200;0.9564351933236269;8.397.459.051.789.690
3.510.805.576.470.020;-10.643.884.977.508.200;8.221.468.781.668.470;5.166.672.901.655.140;9.998.324.983.784.130
303.917.513.996.297;-9.350.379.068.980.400;526.029.717.120.362;9.999.796.147.903.400;0.7317799657434089
3.182.001.172.342.670;-7.199.257.962.427.660;844.069.342.273.814;12.098.982.173.836.900;9.999.710.501.341.680
30.364.906.141.763.700;-10.343.467.670.020.600;5.000.000.000.000.060;54.459.976.037.063.600;9.434.621.622.159.380
30.477.420.570.899.400;-702.169.813.617.997;8.696.069.905.931.860;3.341.547.462.178.700;792.736.305.504.477
30.938.853.511.388.400;-11.882.426.806.580.900;6.501.345.492.270.870;9.011.679.829.467.600;7.773.988.847.585.570
30.831.026.476.319.900;-10.720.852.708.662.700;5.000.072.624.177.240;0.30534003014516375;984.179.287.385.489
4.837.590.928.407.220;-11.586.321.544.819.700;5.041.015.850.228.450;2.993.752.491.342.540;988.640.195.484.341
4.889.183.624.964.500;-11.711.230.743.717.900;5.000.000.000.037.130;35.442.165.658.722.500;8.564.881.136.377.690
32.883.224.709.311.100;-8.948.955.809.257.580;7.282.393.785.934.640;38.769.411.794.676.000;0.04881724211823324
3.872.283.075.581.970;-10.774.028.295.469.500;7.494.311.290.943.740;9.617.635.886.571.480;9.533.705.427.001.060
3.353.505.392.877.840;-7.211.512.001.473.860;19.300.770.640.434.500;3.336.615.246.593.110;6.605.428.346.548.930
30.117.156.374.623.500;-7.070.276.525.702.690;5.131.239.642.679.070;5.059.562.065.564.820;9.616.861.977.327.840
3.484.720.809.145.480;-11.987.410.385.457.800;5.730.936.341.856.730;9.129.360.335.918.320;3.657.698.357.968.620
3.335.900.944.006.660;-10.821.786.199.615.700;5.028.070.958.968.110;9.832.773.265.238.290;999.907.143.219.679
4.932.824.862.874.940;-737.426.391.405.964;507.039.938.059.245;0.8864384328737338;8.687.780.511.764.470
31.782.614.165.735.600;-7.007.012.811.451.690;15.743.072.709.443.300;8.343.246.307.145.750;999.970.100.222.057
